Schweizer Nährwertdatenbank – Generische Einträge V6.1 (28.03.2019),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,ID V 4.0,ID SwissFIR,Name,Synonyme,Kategorie,Dichte,Bezugseinheit,"Energie, Kilojoule",Herleitung des Wertes,Quelle,"Energie, Kalorien",Herleitung des Wertes,Quelle,"Fett, total (g)",Herleitung des Wertes,Quelle,"Fettsäuren, gesättigt (g)",Herleitung des Wertes,Quelle,"Fettsäuren, einfach ungesättigt (g)",Herleitung des Wertes,Quelle,"Fettsäuren, mehrfach ungesättigt (g)",Herleitung des Wertes,Quelle,Cholesterin (mg),Herleitung des Wertes,Quelle,"Kohlenhydrate, verfügbar (g)",Herleitung des Wertes,Quelle,Zucker (g),Herleitung des Wertes,Quelle,Stärke (g),Herleitung des Wertes,Quelle,Nahrungsfasern (g),Herleitung des Wertes,Quelle,Protein (g),Herleitung des Wertes,Quelle,Salz (NaCl) (g),Herleitung des Wertes,Quelle,Alkohol (g),Herleitung des Wertes,Quelle,Wasser (g),Herleitung des Wertes,Quelle,"Vitamin A-Aktivität, RE (µg-RE)",Herleitung des Wertes,Quelle,"Vitamin A-Aktivität, RAE (µg-RE)",Herleitung des Wertes,Quelle,All-trans Retinol-Äquivalente (µg-RE),Herleitung des Wertes,Quelle,Betacarotin-Aktivität (µg-BCE),Herleitung des Wertes,Quelle,Betacarotin (µg),Herleitung des Wertes,Quelle,Vitamin B1 (Thiamin) (mg),Herleitung des Wertes,Quelle,Vitamin B2 (Riboflavin) (mg),Herleitung des Wertes,Quelle,Vitamin B6 (Pyridoxin) (mg),Herleitung des Wertes,Quelle,Vitamin B12 (Cobalamin) (µg),Herleitung des Wertes,Quelle,Niacin (mg),Herleitung des Wertes,Quelle,Folat (µg),Herleitung des Wertes,Quelle,Pantothensäure (mg),Herleitung des Wertes,Quelle,Vitamin C (Ascorbinsäure) (mg),Herleitung des Wertes,Quelle,Vitamin D (Calciferol) (µg),Herleitung des Wertes,Quelle,Vitamin E-Aktivität (mg-ATE),Herleitung des Wertes,Quelle,Kalium (K) (mg),Herleitung des Wertes,Quelle,Natrium (Na) (mg),Herleitung des Wertes,Quelle,Chlorid (Cl) (mg),Herleitung des Wertes,Quelle,Calcium (Ca) (mg),Herleitung des Wertes,Quelle,Magnesium (Mg) (mg),Herleitung des Wertes,Quelle,Phosphor (P) (mg),Herleitung des Wertes,Quelle,Eisen (Fe) (mg),Herleitung des Wertes,Quelle,Jod (I) (µg),Herleitung des Wertes,Quelle,Zink (Zn)  (mg),Herleitung des Wertes,Quelle,Selen (Se) (µg),Herleitung des Wertes,Quelle,Geänderter Eintrag
573,3915,1001102,Traubensaft,,Früchte/Fruchtsäfte;Alkoholfreie Getränke/Frucht- und Gemüsesäfte,1,pro 100 ml,262,Automatisierte Berechnung,,62,Automatisierte Berechnung,,"0,1",-,12,Sp.,-,22,Sp.,-,22,Sp.,-,22,0,Schätzung,51,15,-,7,"14,8",-,22,0,-,43,Sp.,-,43,"0,2",-,12,0,Automatisierte Berechnung,,0,-,43,"83,5",-,22,1,Automatisierte Berechnung,,0,Automatisierte Berechnung,,0,Schätzung,51,3,Schätzung,51,3,-,156,"0,03",-,43,"0,03",-,43,"0,02",-,43,0,-,43,"0,24",-,43,3,-,43,"0,04",-,43,"1,7",-,36,0,-,43,Sp.,-,43,140,-,43,2,-,43,2,-,9,17,-,43,10,-,43,14,-,43,"0,3",-,43,1,-,9,"0,1",-,9,k.A.,,,Nein
605,3634,1001144,Zitronensaft,,Früchte/Fruchtsäfte;Alkoholfreie Getränke/Frucht- und Gemüsesäfte,1,pro 100 ml,125,Automatisierte Berechnung,,30,Automatisierte Berechnung,,"0,3",-,5,0,-,5,0,-,5,"0,1",-,5,0,Schätzung,51,"6,1",-,5,"6,1",-,22,0,-,5,"0,4",-,5,"0,4",-,5,"0,1",Automatisierte Berechnung,,0,-,5,"92,5",-,5,1,Automatisierte Berechnung,,1,Automatisierte Berechnung,,0,Schätzung,51,9,Schätzung,51,2,-,156,"0,04",-,5,"0,01",-,5,"0,04",-,5,0,-,9,"0,12",-,9,10,-,5,"0,19",-,9,25,-,5,0,-,5,"0,09",-,5,100,-,5,21,-,5,4,-,9,11,-,5,24,-,9,9,-,5,"0,1",-,5,"0,6",-,1007,"0,1",-,5,k.A.,,,Nein
349,4014,1000810,Aubergine,Eierfrucht,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,96,Automatisierte Berechnung,,23,Automatisierte Berechnung,,"0,2",-,43,0,-,1008,0,-,1008,"0,1",-,1008,0,-,43,"3,1",-,43,"2,8",-,43,"0,3",-,43,"2,4",-,43,1,-,43,0,Automatisierte Berechnung,,0,-,43,"92,7",-,43,8,Automatisierte Berechnung,,4,Automatisierte Berechnung,,0,Schätzung,51,50,Schätzung,51,50,-,131,"0,04",-,43;1669,"0,03",-,43,"0,08",-,43;1669,0,-,43,"0,6",-,43,19,-,43,"0,25",-,43;1669,"1,9",-,43;1669,0,-,43,"0,03",-,43,260,-,43,3,-,43,55,-,36,10,-,43,13,-,43,21,-,43,"0,3",-,43,"0,2",-,1007,"0,1",-,36,k.A.,,,Nein
1127,4080,,Blattsalat (Durchschnitt) ,,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,76,Automatisierte Berechnung,,18,Automatisierte Berechnung,,"0,3",Berechnung anhand von Zutaten,,"0,1",Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"0,1",Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"1,4",Berechnung anhand von Zutaten,,"1,4",Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"1,9",Berechnung anhand von Zutaten,,"1,6",Berechnung anhand von Zutaten,,0,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,"94,9",Automatisierte Berechnung,,239,Automatisierte Berechnung,,120,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,1434,Berechnung anhand von Zutaten,,1421,Berechnung anhand von Zutaten,,"0,06",Berechnung anhand von Zutaten,,"0,08",Berechnung anhand von Zutaten,,"0,08",Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"0,37",Berechnung anhand von Zutaten,,"68,1",Berechnung anhand von Zutaten,,"0,17",Berechnung anhand von Zutaten,,"14,5",Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"0,6",Berechnung anhand von Zutaten,,270,Berechnung anhand von Zutaten,,18,Berechnung anhand von Zutaten,,36,Berechnung anhand von Zutaten,,53,Berechnung anhand von Zutaten,,13,Berechnung anhand von Zutaten,,35,Berechnung anhand von Zutaten,,1,Berechnung anhand von Zutaten,,"5,7",Berechnung anhand von Zutaten,,"0,3",Berechnung anhand von Zutaten,,k.A.,,,Ja
350,4367,1000811,Blumenkohl,,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,110,Automatisierte Berechnung,,26,Automatisierte Berechnung,,"0,3",-,43,"0,1",-,43,0,-,43,"0,2",-,43,0,-,43,"2,3",-,43,2,-,43,"0,3",-,43,"2,4",-,43,"2,4",-,43,0,Automatisierte Berechnung,,0,-,43,"91,9",-,43,0,Automatisierte Berechnung,,0,Automatisierte Berechnung,,0,Schätzung,51,2,Schätzung,51,2,-,87,"0,06",-,43;1669,"0,08",-,43,"0,15",-,43;1669,0,-,43,"0,6",-,43,83,-,43,"0,74",-,43;1669,"59,9",-,43;1669,0,-,43,"0,2",-,43,320,-,43,14,-,43,19,-,36,20,-,43,15,-,43,48,-,43,"0,5",-,43,"0,6",-,36,"0,3",-,36,k.A.,,,Nein
353,4744,1000814,"Bohne, grün",Gartenbohne,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,129,Automatisierte Berechnung,,31,Automatisierte Berechnung,,"0,2",-,43,"0,1",-,43,0,-,43,"0,1",-,43,0,-,43,"3,6",-,43,"2,2",-,43,"1,4",-,43,"3,1",-,43,"2,1",-,43,0,Automatisierte Berechnung,,0,-,43,"90,3",-,43,64,Automatisierte Berechnung,,32,Automatisierte Berechnung,,0,Schätzung,51,383,Schätzung,51,306,-,89,"0,08",-,43,"0,1",-,43,"0,14",-,43,0,-,43,"0,7",-,43,70,-,43,"0,9",-,43,16,-,43,0,-,43,"0,24",-,43,240,-,43,4,-,43,13,-,36,56,-,43,28,-,43,38,-,43,1,-,43,3,-,36,"0,3",-,36,k.A.,,,Nein
351,4366,1000812,Broccoli,,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,131,Automatisierte Berechnung,,31,Automatisierte Berechnung,,"0,4",-,43,"0,1",-,43,"0,1",-,43,"0,2",-,43,0,-,43,"2,4",-,43,"2,3",-,43,"0,1",-,43,3,-,43,3,-,43,0,Automatisierte Berechnung,,0,-,43,"90,7",-,43,92,Automatisierte Berechnung,,46,Automatisierte Berechnung,,0,Schätzung,51,550,Schätzung,51,550,-,125,"0,09",-,43;1669,"0,13",-,43,"0,19",-,43;1669,0,-,43,1,-,43,"68,7",-,43;1669,"0,78",-,43;1669,"113,1",-,43;1669,0,-,43,1,-,43,370,-,43,13,-,43,78,-,36,93,-,43,25,-,43,67,-,43,"1,4",-,43,15,-,36,"0,5",-,36,k.A.,,,Nein
371,4640,1000834,Brunnenkresse,,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,71,Automatisierte Berechnung,,17,Automatisierte Berechnung,,"0,2",-,43,"0,1",-,43,0,-,43,"0,1",-,43,0,-,43,"0,3",-,43,"0,3",-,43,0,-,43,"2,6",-,43,"2,2",-,43,"0,1",Automatisierte Berechnung,,0,-,43,"93,5",-,43,453,Automatisierte Berechnung,,227,Automatisierte Berechnung,,0,Schätzung,51,2720,Schätzung,51,2720,-,130,"0,1",-,43,"0,12",-,43,"0,13",-,43,0,-,43,"0,4",-,43,214,-,43,"0,2",-,43,60,-,43,0,-,43,"1,2",-,43,300,-,43,42,-,43,110,-,9,160,-,43,20,-,43,53,-,43,"1,3",-,43,2,-,9,"0,2",-,9,k.A.,,,Nein
447,4740,1000926,Chicorée,Brüsseler Endivie,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,56,Automatisierte Berechnung,,14,Automatisierte Berechnung,,"0,2",-,43,"0,1",-,43,Sp.,-,43,"0,1",-,43,0,-,43,"0,7",-,43,"0,6",-,43,"0,1",-,43,"2,5",-,43,1,-,43,0,Automatisierte Berechnung,,0,-,43,"94,7",-,43,1,Automatisierte Berechnung,,0,Automatisierte Berechnung,,0,Schätzung,51,6,-,1698,6,-,1679;1691,"0,05",-,43;1669;1691,"0,05",-,43,"0,03",-,43;1669;1691,0,-,43,"0,3",-,43,52,-,43,"0,14",-,1660;1669;1691,"2,3",-,43;1669;1691,0,-,43,"0,1",-,43,210,-,43,4,-,43,25,-,9,20,-,43,10,-,43,25,-,43,"0,2",-,43,1,-,9,"0,2",-,9,k.A.,,,Nein
437,4359,1000917,Chinakohl,Pekingkohl;Selleriekohl;Japankohl,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,66,Automatisierte Berechnung,,16,Automatisierte Berechnung,,"0,3",-,36,"0,1",-,9,0,-,9,"0,1",-,9,0,-,22,"1,2",-,36,"1,2",-,9,Sp.,-,22,"1,9",-,36,"1,1",-,36,0,Automatisierte Berechnung,,0,-,22,"94,9",-,36,2,Automatisierte Berechnung,,1,Automatisierte Berechnung,,0,Schätzung,51,10,Schätzung,51,10,-,151,"0,03",-,36,"0,04",-,36,"0,12",-,36,0,-,22,"0,4",-,36,66,-,36,"0,2",-,36,26,-,36,0,-,22,"0,24",-,36,140,-,36,19,-,36,18,-,9,40,-,36,11,-,36,30,-,36,"0,6",-,36,"0,3",-,36,"0,3",-,36,k.A.,,,Nein
458,4417,1000939,Cicorino rot,,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,79,Automatisierte Berechnung,,19,Automatisierte Berechnung,,"0,1",-,5,0,-,5,Sp.,-,5,"0,1",-,5,0,-,5,"1,6",-,5,"1,6",-,5,0,-,22,3,-,5,"1,4",-,5,0,Automatisierte Berechnung,,0,-,5,94,-,5,133,Automatisierte Berechnung,,67,Automatisierte Berechnung,,0,Schätzung,51,800,Schätzung,51,800,-,8,"0,06",-,5;1669,"0,05",-,5,"0,05",-,5;1669,0,-,22,"0,3",-,5,"14,1",-,5;1669,"0,19",-,22;1669,10,-,5,0,-,5,"0,57",-,5,180,-,5,7,-,5,Sp.,-,22,36,-,5,Sp.,-,22,30,-,5,"0,3",-,5,Sp.,-,22,"0,2",-,5,k.A.,,,Nein
459,4420,1000940,Eisbergsalat,,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,65,Automatisierte Berechnung,,16,Automatisierte Berechnung,,"0,2",-,9,0,-,9,0,-,9,"0,1",-,9,0,-,22,"1,6",-,9,"1,6",-,22,0,-,9,"1,8",-,9,1,-,9,0,Automatisierte Berechnung,,0,-,22,"94,6",-,9,8,Automatisierte Berechnung,,4,Automatisierte Berechnung,,0,Schätzung,51,48,Schätzung,51,48,-,87,"0,05",-,9,"0,03",-,9,"0,03",-,9,0,-,22,"0,2",-,9,53,-,9,"0,05",-,9,"3,9",-,9,0,-,22,"0,57",-,9,180,-,318,"3,6",-,318,42,-,9,34,-,318,7,-,318,22,-,318,"0,5",-,318,2,-,9,"0,2",-,318,k.A.,,,Nein
467,4415,1000950,Endivie,Frisée Salat,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,68,Automatisierte Berechnung,,16,Automatisierte Berechnung,,"0,2",-,36,"0,1",-,36,0,-,36,"0,1",-,36,0,-,9,"1,2",-,36,"1,2",-,36,Sp.,-,36,"1,2",-,36,"1,8",-,36,"0,1",Automatisierte Berechnung,,0,-,36,"94,2",-,36,76,Automatisierte Berechnung,,38,Automatisierte Berechnung,,0,Schätzung,51,458,-,51;1662,392,-,121;1669,"0,05",-,36;1669,"0,12",-,36,"0,05",-,9;1669,0,-,9,"0,41",-,36,109,-,36,"0,44",-,9;1669,"9,4",-,36,0,-,9,1,-,9,330,-,36,43,-,36,71,-,36,54,-,36,10,-,36,54,-,36,"1,4",-,36,"2,9",-,36,"0,4",-,36,k.A.,,,Nein
369,3823,1000832,"Erbse, grün",,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,380,Automatisierte Berechnung,,90,Automatisierte Berechnung,,"0,7",-,43,"0,1",-,43,"0,1",-,43,"0,4",-,43,0,-,43,12,-,43,"5,5",-,9,"6,2",-,9,6,-,43,6,-,43,0,Automatisierte Berechnung,,0,-,43,"74,5",-,43,87,Automatisierte Berechnung,,43,Automatisierte Berechnung,,0,Schätzung,51,520,Schätzung,51,520,-,125,"0,4",-,43,"0,14",-,43,"0,16",-,43,0,-,43,"2,2",-,43,70,-,43,"0,5",-,43,32,-,43,0,-,43,"0,2",-,43,300,-,43,2,-,43,40,-,9,26,-,43,34,-,43,130,-,43,"1,9",-,43,"4,2",-,9,"0,8",-,9,k.A.,,,Nein
13400,,,Federkohl,Grünkohl,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,183,Automatisierte Berechnung,,44,Automatisierte Berechnung,,"0,9",-,1640,"0,1",-,1640,0,-,1640,"0,5",-,1640,0,Schätzung,1648,"2,5",-,1640,"2,5",-,1640,0,Schätzung,1648,"4,2",-,1640,"4,3",-,1640,k.A.,,,0,Schätzung,1648,"85,9",-,1640,514,Automatisierte Berechnung,,257,Automatisierte Berechnung,,0,Schätzung,1648,3085,-,1648;1662,3085,-,1666;1669,"0,1",-,1640;1669,"0,25",-,1640,"0,22",-,1640;1669,0,Schätzung,1648,"2,1",-,1640,111,-,1666,"0,7",-,1660;1669,74,-,1666,0,Schätzung,1648,"1,7",-,1640,490,-,1640;1665,k.A.,,,60,-,1640,270,-,1640;1665,27,-,1640;1665,79,-,1640;1665,"1,3",-,1640;1665,"4,5",-,1640,"0,3",-,1640,k.A.,,,Nein
352,3774,1000813,Fenchel,,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,95,Automatisierte Berechnung,,23,Automatisierte Berechnung,,"0,3",-,43,Sp.,-,43,Sp.,-,43,Sp.,-,43,0,-,43,"2,3",-,43,"0,1",-,43,"2,2",-,43,"3,3",-,43,"1,1",-,43,0,Automatisierte Berechnung,,0,-,43,"92,2",-,43,23,Automatisierte Berechnung,,12,Automatisierte Berechnung,,0,Schätzung,51,140,-,145,k.A.,,,"0,05",-,43;1669,"0,02",-,43,"0,04",-,43;1669,0,-,43,"0,7",-,43,55,-,43,"0,2",-,43,"6,3",-,43;1669,0,-,43,6,-,9,470,-,43,15,-,43,27,-,9,37,-,43,12,-,43,38,-,43,"0,5",-,43,5,-,9,"0,3",-,9,k.A.,,,Nein
1152,4095,,Gemüse (Durchschnitt),,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,111,Automatisierte Berechnung,,26,Automatisierte Berechnung,,"0,3",Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"0,1",Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"3,7",Berechnung anhand von Zutaten,,"3,5",Berechnung anhand von Zutaten,,"0,2",Berechnung anhand von Zutaten,,2,Berechnung anhand von Zutaten,,"1,3",Berechnung anhand von Zutaten,,0,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,"92,7",Automatisierte Berechnung,,276,Automatisierte Berechnung,,138,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,1656,Berechnung anhand von Zutaten,,1414,Berechnung anhand von Zutaten,,"0,05",Berechnung anhand von Zutaten,,"0,05",Berechnung anhand von Zutaten,,"0,11",Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"0,56",Berechnung anhand von Zutaten,,"41,9",Berechnung anhand von Zutaten,,"0,3",Berechnung anhand von Zutaten,,"30,3",Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"0,8",Berechnung anhand von Zutaten,,230,Berechnung anhand von Zutaten,,15,Berechnung anhand von Zutaten,,41,Berechnung anhand von Zutaten,,27,Berechnung anhand von Zutaten,,13,Berechnung anhand von Zutaten,,30,Berechnung anhand von Zutaten,,"0,4",Berechnung anhand von Zutaten,,"2,6",Berechnung anhand von Zutaten,,"0,2",Berechnung anhand von Zutaten,,k.A.,,,Ja
354,3831,1000815,Gurke,Salatgurke,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,57,Automatisierte Berechnung,,14,Automatisierte Berechnung,,"0,1",-,43,Sp.,-,43,Sp.,-,43,Sp.,-,43,0,-,43,2,-,43,"1,9",-,43,"0,1",-,43,"0,8",-,43,"0,7",-,43,0,Automatisierte Berechnung,,0,-,43,96,-,43,49,Automatisierte Berechnung,,25,Automatisierte Berechnung,,0,Schätzung,51,295,Schätzung,51,222,-,89,"0,02",-,43;1669,"0,02",-,43,"0,03",-,43;1669,0,-,43,"0,2",-,43,13,-,43,"0,22",-,43;1669,"8,6",-,43;1669,0,-,43,"0,09",-,43,140,-,318,"0,9",-,318,37,-,36,15,-,318,10,-,318,18,-,318,"0,2",-,318,"2,9",-,36,"0,1",-,318,k.A.,,,Nein
355,3830,1000816,Karotte,Rüebli,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,158,Automatisierte Berechnung,,38,Automatisierte Berechnung,,"0,3",-,43,"0,1",-,43,0,-,43,"0,1",-,43,0,-,43,"6,6",-,43,"6,4",-,43,"0,2",-,43,"2,6",-,43,"0,8",-,43,"0,1",Automatisierte Berechnung,,0,-,43,"89,2",-,43,1465,Automatisierte Berechnung,,733,Automatisierte Berechnung,,0,Schätzung,51,8792,-,51;1662,6999,-,319;1669;1696,"0,04",-,43;1669;1696,"0,05",-,43,"0,08",-,43;1669;1696,0,-,43,"0,6",-,43,30,-,43,"0,34",-,43;1669;1696,"3,7",-,43;1669;1696,0,-,43,"0,5",-,43,160,-,318,28,-,318,59,-,36,31,-,318,"8,4",-,318,26,-,318,"0,2",-,318,"1,6",-,36,"0,1",-,318,k.A.,,,Nein
438,4358,1000918,Kefe,Kiefelerbse;Zuckerschote,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,285,Automatisierte Berechnung,,68,Automatisierte Berechnung,,"0,2",-,9,0,-,9,0,-,9,"0,1",-,9,0,-,22,10,-,9,5,-,22,5,-,9,5,-,9,4,-,9,0,Automatisierte Berechnung,,0,-,22,"79,6",-,9,87,Automatisierte Berechnung,,43,Automatisierte Berechnung,,0,Schätzung,51,520,Schätzung,51,520,-,125,"0,17",-,9,"0,15",-,9,"0,16",-,9,0,-,22,"2,7",-,9,33,-,9,"0,75",-,9,25,-,9,0,-,22,"0,5",-,9,300,-,9,4,-,9,30,-,9,20,-,9,30,-,9,80,-,9,2,-,9,4,-,9,"4,1",-,9,k.A.,,,Nein
356,4364,1000819,Knoblauch,,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,578,Automatisierte Berechnung,,137,Automatisierte Berechnung,,"0,5",-,43,"0,1",-,43,Sp.,-,43,"0,3",-,43,0,-,43,"24,5",-,43,"2,4",-,43,"22,1",-,43,3,-,43,7,-,43,0,Automatisierte Berechnung,,0,-,43,"63,7",-,43,0,Automatisierte Berechnung,,0,Automatisierte Berechnung,,0,Schätzung,51,0,Schätzung,51,0,-,8,"0,2",-,43,"0,1",-,43,"1,24",-,43,0,-,43,"0,7",-,43,3,-,43,"0,6",-,43,30,-,43,0,-,43,0,-,43,450,-,43,10,-,43,30,-,36,38,-,43,21,-,43,140,-,43,"1,4",-,43,"2,7",-,36,"0,6",-,36,k.A.,,,Nein
357,3828,1000820,Knollensellerie,,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,118,Automatisierte Berechnung,,28,Automatisierte Berechnung,,"0,3",-,43,Sp.,-,36,Sp.,-,36,"0,2",-,36,0,-,43,"2,4",-,43,"1,9",-,43,"0,5",-,43,5,-,43,"1,5",-,43,"0,3",Automatisierte Berechnung,,0,-,43,90,-,43,11,Automatisierte Berechnung,,5,Automatisierte Berechnung,,0,Schätzung,51,65,Schätzung,51,65,-,131,"0,05",-,43,"0,06",-,43,"0,17",-,43,0,-,43,"0,8",-,43,40,-,43,"0,5",-,43,8,-,43,0,-,43,"0,36",-,43,320,-,43,100,-,43,150,-,36,43,-,43,12,-,43,63,-,43,"0,7",-,43,"2,5",-,36,"0,4",-,36,k.A.,,,Nein
1167,4156,,Kohlgemüse (Durchschnitt),,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,123,Automatisierte Berechnung,,29,Automatisierte Berechnung,,"0,3",Berechnung anhand von Zutaten,,"0,1",Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"0,1",Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,3,Berechnung anhand von Zutaten,,"2,9",Berechnung anhand von Zutaten,,"0,2",Berechnung anhand von Zutaten,,"2,7",Berechnung anhand von Zutaten,,"2,2",Berechnung anhand von Zutaten,,0,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,"91,7",Automatisierte Berechnung,,18,Automatisierte Berechnung,,9,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,106,Berechnung anhand von Zutaten,,104,Berechnung anhand von Zutaten,,"0,07",Berechnung anhand von Zutaten,,"0,07",Berechnung anhand von Zutaten,,"0,16",Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"0,69",Berechnung anhand von Zutaten,,73,Berechnung anhand von Zutaten,,"0,42",Berechnung anhand von Zutaten,,"66,5",Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"0,98",Berechnung anhand von Zutaten,,290,Berechnung anhand von Zutaten,,12,Berechnung anhand von Zutaten,,44,Berechnung anhand von Zutaten,,52,Berechnung anhand von Zutaten,,19,Berechnung anhand von Zutaten,,50,Berechnung anhand von Zutaten,,"0,7",Berechnung anhand von Zutaten,,"3,2",Berechnung anhand von Zutaten,,"0,3",Berechnung anhand von Zutaten,,k.A.,,,Ja
449,4007,1000928,Kohlrabi,Rübkohl,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,113,Automatisierte Berechnung,,27,Automatisierte Berechnung,,"0,2",-,36,0,-,1009,0,-,1009,"0,1",-,1009,0,-,22,"3,7",-,36,"3,6",-,9,"0,1",-,9,"1,4",-,36,"1,9",-,36,"0,1",Automatisierte Berechnung,,0,-,22,"91,6",-,36,2,Automatisierte Berechnung,,1,Automatisierte Berechnung,,0,Schätzung,51,13,Schätzung,51,9,-,121,"0,04",-,36;1669,"0,05",-,36,"0,08",-,36;1669,0,-,22,"1,8",-,36,70,-,36,"0,13",-,22;1669,"68,4",-,36;1669,0,-,22,"0,4",-,9,320,-,36,20,-,36,40,-,36,64,-,36,43,-,36,50,-,36,"0,5",-,36,"0,7",-,36,"0,2",-,36,k.A.,,,Nein
448,4350,1000927,Kopfsalat,,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,60,Automatisierte Berechnung,,14,Automatisierte Berechnung,,"0,2",-,9,0,-,9,0,-,9,"0,1",-,9,0,-,9,"1,1",-,9,1,-,9,0,-,9,"1,6",-,9,"1,3",-,9,0,Automatisierte Berechnung,,0,-,9,95,-,9,188,Automatisierte Berechnung,,94,Automatisierte Berechnung,,0,Schätzung,51,1129,Schätzung,51,1129,Schätzung,1530,"0,05",-,9;1669,"0,08",-,9,"0,04",-,9;1669,0,-,9,"0,4",-,9,37,-,9,"0,12",-,9;1669,"6,8",-,9;1669,0,-,22,"0,6",-,9,140,-,318,"2,3",-,318,57,-,9,31,-,318,"7,6",-,318,17,-,318,"0,4",-,318,"3,3",-,9,"0,2",-,318,k.A.,,,Nein
480,4051,1000965,Kürbis,Riesenkürbis,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,98,Automatisierte Berechnung,,23,Automatisierte Berechnung,,"0,1",-,43,"0,1",-,43,0,-,1030,0,-,1030,0,-,43,"4,5",-,43,"3,9",-,43,"0,6",-,43,1,-,43,"0,6",-,43,0,Automatisierte Berechnung,,0,-,43,"93,3",-,43,368,Automatisierte Berechnung,,184,Automatisierte Berechnung,,0,Schätzung,51,2205,-,51;1662,2149,-,105;1669,"0,01",-,43;1669,"0,07",-,43,"0,1",-,43;1669,0,-,43,"0,5",-,43,25,-,43,"0,48",-,43;1669,5,-,43,0,-,43,"0,1",-,43,270,-,43,1,-,43,25,-,9,18,-,43,7,-,43,20,-,43,"0,4",-,43,"0,2",-,1007,"0,9",-,9,k.A.,,,Nein
441,4006,1000923,Lattich,,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,66,Automatisierte Berechnung,,16,Automatisierte Berechnung,,"0,3",-,43,0,-,43,0,-,43,"0,2",-,43,0,-,43,"1,3",-,43,"1,3",-,43,Sp.,-,43,"1,5",-,43,"1,2",-,43,0,Automatisierte Berechnung,,0,-,43,"94,5",-,43,420,Automatisierte Berechnung,,210,Automatisierte Berechnung,,0,Schätzung,51,2522,Schätzung,51,2522,-,61,"0,08",-,43,"0,07",-,43,"0,05",-,43,0,-,43,"0,4",-,43,84,-,43,"0,2",-,43,8,-,43,0,-,43,"0,5",-,43,230,-,43,8,-,43,Sp.,-,22,37,-,43,11,-,43,24,-,43,"0,3",-,43,"3,3",-,9,Sp.,-,22,k.A.,,,Nein
