Schweizer Nährwertdatenbank – Generische Einträge V6.1 (28.03.2019),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,ID V 4.0,ID SwissFIR,Name,Synonyme,Kategorie,Dichte,Bezugseinheit,"Energie, Kilojoule",Herleitung des Wertes,Quelle,"Energie, Kalorien",Herleitung des Wertes,Quelle,"Fett, total (g)",Herleitung des Wertes,Quelle,"Fettsäuren, gesättigt (g)",Herleitung des Wertes,Quelle,"Fettsäuren, einfach ungesättigt (g)",Herleitung des Wertes,Quelle,"Fettsäuren, mehrfach ungesättigt (g)",Herleitung des Wertes,Quelle,Cholesterin (mg),Herleitung des Wertes,Quelle,"Kohlenhydrate, verfügbar (g)",Herleitung des Wertes,Quelle,Zucker (g),Herleitung des Wertes,Quelle,Stärke (g),Herleitung des Wertes,Quelle,Nahrungsfasern (g),Herleitung des Wertes,Quelle,Protein (g),Herleitung des Wertes,Quelle,Salz (NaCl) (g),Herleitung des Wertes,Quelle,Alkohol (g),Herleitung des Wertes,Quelle,Wasser (g),Herleitung des Wertes,Quelle,"Vitamin A-Aktivität, RE (µg-RE)",Herleitung des Wertes,Quelle,"Vitamin A-Aktivität, RAE (µg-RE)",Herleitung des Wertes,Quelle,All-trans Retinol-Äquivalente (µg-RE),Herleitung des Wertes,Quelle,Betacarotin-Aktivität (µg-BCE),Herleitung des Wertes,Quelle,Betacarotin (µg),Herleitung des Wertes,Quelle,Vitamin B1 (Thiamin) (mg),Herleitung des Wertes,Quelle,Vitamin B2 (Riboflavin) (mg),Herleitung des Wertes,Quelle,Vitamin B6 (Pyridoxin) (mg),Herleitung des Wertes,Quelle,Vitamin B12 (Cobalamin) (µg),Herleitung des Wertes,Quelle,Niacin (mg),Herleitung des Wertes,Quelle,Folat (µg),Herleitung des Wertes,Quelle,Pantothensäure (mg),Herleitung des Wertes,Quelle,Vitamin C (Ascorbinsäure) (mg),Herleitung des Wertes,Quelle,Vitamin D (Calciferol) (µg),Herleitung des Wertes,Quelle,Vitamin E-Aktivität (mg-ATE),Herleitung des Wertes,Quelle,Kalium (K) (mg),Herleitung des Wertes,Quelle,Natrium (Na) (mg),Herleitung des Wertes,Quelle,Chlorid (Cl) (mg),Herleitung des Wertes,Quelle,Calcium (Ca) (mg),Herleitung des Wertes,Quelle,Magnesium (Mg) (mg),Herleitung des Wertes,Quelle,Phosphor (P) (mg),Herleitung des Wertes,Quelle,Eisen (Fe) (mg),Herleitung des Wertes,Quelle,Jod (I) (µg),Herleitung des Wertes,Quelle,Zink (Zn)  (mg),Herleitung des Wertes,Quelle,Selen (Se) (µg),Herleitung des Wertes,Quelle,Geänderter Eintrag
358,3827,1000821,Lauch,,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,124,Automatisierte Berechnung,,30,Automatisierte Berechnung,,"0,3",-,43,Sp.,-,43,Sp.,-,43,"0,2",-,43,0,-,43,"3,7",-,43,"3,5",-,43,"0,2",-,43,"2,8",-,43,"1,6",-,43,0,Automatisierte Berechnung,,0,-,43,"90,5",-,43,15,Automatisierte Berechnung,,7,Automatisierte Berechnung,,0,Schätzung,51,87,Schätzung,51,136,-,89;1669,"0,12",-,43;1669,"0,04",-,43,"0,3",-,43;1669,0,-,43,"0,4",-,43,96,-,43,"0,14",-,43;1669,"19,2",-,43;1669,0,-,43,"0,73",-,43,260,-,43,12,-,43,24,-,36,31,-,43,11,-,43,35,-,43,"0,9",-,43,"8,6",-,36,"0,3",-,36,k.A.,,,Nein
432,4426,1000906,Mais,Zuckermais;Gemüsemais,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,391,Automatisierte Berechnung,,93,Automatisierte Berechnung,,"1,2",-,36,"0,2",-,9,"0,3",-,9,"0,5",-,9,0,-,9,"15,7",-,36,"3,4",-,36,"12,3",-,36,"2,8",-,9,"3,3",-,36,0,Automatisierte Berechnung,,0,-,36,"74,7",-,36,19,Automatisierte Berechnung,,9,Automatisierte Berechnung,,0,Schätzung,51,113,Schätzung,51,47,-,156,"0,15",-,36,"0,12",-,36,"0,22",-,36,0,-,9,"1,7",-,36,43,-,36,"0,89",-,36,12,-,36,0,-,9,"0,1",-,36,290,-,36,"0,3",-,36,"7,3",-,36,"2,2",-,36,27,-,36,83,-,36,"0,4",-,36,"3,3",-,36,"0,6",-,36,k.A.,,,Nein
450,4351,1000929,Mangold,Krautstiel,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,97,Automatisierte Berechnung,,23,Automatisierte Berechnung,,"0,2",-,43,Sp.,-,43,Sp.,-,43,Sp.,-,43,0,-,43,"2,7",-,43,"0,5",-,43,"2,2",-,43,1,-,43,"2,1",-,43,"0,4",Automatisierte Berechnung,,0,-,43,"92,4",-,43,483,Automatisierte Berechnung,,242,Automatisierte Berechnung,,0,Schätzung,51,2900,Schätzung,51,2900,-,75,"0,07",-,43,"0,13",-,43,"0,08",-,43;1669,0,-,43,"0,4",-,43,22,-,43,"0,18",-,43;1669,35,-,43,0,-,43,"0,03",-,43,380,-,43,170,-,43,100,-,9,80,-,43,81,-,43,43,-,43,"2,3",-,43,1,-,9,"0,3",-,36,k.A.,,,Nein
372,3832,1000835,Nüsslisalat,Feldsalat;Rapunzelsalat,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,96,Automatisierte Berechnung,,23,Automatisierte Berechnung,,"0,4",-,43,"0,1",-,9,0,-,22,"0,2",-,9,0,-,43,2,-,43,2,-,43,0,-,43,"1,7",-,43,2,-,43,0,Automatisierte Berechnung,,0,-,43,"92,8",-,43,660,Automatisierte Berechnung,,330,Automatisierte Berechnung,,0,Schätzung,51,3958,-,51;1662,3958,-,8;1669,"0,09",-,43;1669,"0,09",-,43,"0,15",-,43;1669,0,-,43,"0,4",-,43,"81,4",-,43;1669,"0,12",-,43;1669,"24,3",-,43;1669,0,-,43,"0,3",-,43,460,-,43,4,-,43,70,-,9,38,-,43,13,-,43,53,-,43,"2,1",-,43,35,-,9,"0,5",-,9,k.A.,,,Nein
359,3829,1000822,"Peperoni, grün",,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,85,Automatisierte Berechnung,,20,Automatisierte Berechnung,,"0,3",-,43,"0,1",-,43,0,-,43,"0,2",-,43,0,-,43,"2,6",-,43,"2,5",-,43,"0,1",-,43,2,-,43,"0,8",-,43,0,Automatisierte Berechnung,,0,-,43,"92,9",-,43,35,Automatisierte Berechnung,,18,Automatisierte Berechnung,,0,Schätzung,51,211,Schätzung,1530,211,-,125;1530,"0,01",-,43,"0,01",-,43,"0,32",-,43,0,-,43,"0,1",-,43,34,-,43,"0,1",-,43,127,-,43,0,-,43,"0,85",-,43,160,-,43,6,-,43,19,-,9,6,-,43,6,-,43,15,-,43,"0,3",-,43,2,-,9,"0,2",-,9,k.A.,,,Nein
360,4013,1000823,"Peperoni, rot",,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,133,Automatisierte Berechnung,,32,Automatisierte Berechnung,,"0,4",-,1008,"0,1",-,1008,0,-,1008,"0,1",-,1008,0,-,43,"5,2",-,43,"5,1",-,43,"0,1",-,43,2,-,43,"0,9",-,43,0,Automatisierte Berechnung,,0,-,43,"91,3",-,43,377,Automatisierte Berechnung,,189,Automatisierte Berechnung,,0,Schätzung,51,2264,Schätzung,1530,1997,Schätzung,1530,"0,03",-,43;1669,"0,03",-,43,"0,25",-,43;1669,0,-,43,"0,9",-,43,22,-,43,"0,16",-,43;1669,"154,6",-,43;1669,0,-,43,"0,7",-,43,170,-,43,3,-,43,18,-,9,9,-,43,12,-,43,20,-,43,"0,4",-,43,1,-,9,"0,3",-,9,k.A.,,,Nein
456,3825,1000937,Radieschen,,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,72,Automatisierte Berechnung,,17,Automatisierte Berechnung,,"0,1",-,36,0,-,22,0,-,22,"0,1",-,22,0,-,22,"2,1",-,36,"2,1",-,36,0,-,22,"1,6",-,36,"1,1",-,36,"0,1",Automatisierte Berechnung,,0,-,22,"94,1",-,36,3,Automatisierte Berechnung,,1,Automatisierte Berechnung,,0,Schätzung,51,15,-,145,k.A.,,,"0,02",-,36;1669,"0,03",-,36,"0,05",-,36;1669,0,-,8,"0,25",-,36,24,-,36,"0,18",-,36,"23,2",-,36;1669,0,-,8,"0,01",-,22,240,-,36,21,-,36,44,-,36,26,-,36,"9,4",-,36,18,-,36,"0,4",-,36,"1,2",-,36,"0,2",-,36,k.A.,,,Nein
451,4696,1000930,Rande,Rote Beete,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,192,Automatisierte Berechnung,,46,Automatisierte Berechnung,,"0,1",-,8,0,-,8,0,-,8,"0,1",-,8,0,-,8,"8,4",-,36,"8,4",-,22,0,-,22,"2,5",-,36,"1,5",-,36,"0,1",Automatisierte Berechnung,,0,-,22,"86,2",-,36,1,Automatisierte Berechnung,,1,Automatisierte Berechnung,,0,Schätzung,51,7,-,145,7,Schätzung,145,"0,02",-,36;1669,"0,04",-,36,"0,04",-,36;1669,0,-,8,"0,23",-,36,83,-,36,"0,15",-,36;1669,10,-,36,0,-,8,"0,05",-,36,410,-,36,58,-,36,82,-,36,17,-,36,21,-,36,45,-,36,"0,9",-,36,"0,4",-,36,"0,4",-,36,k.A.,,,Nein
361,4078,1000824,Rettich,,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,76,Automatisierte Berechnung,,18,Automatisierte Berechnung,,"0,3",-,43,Sp.,-,43,Sp.,-,43,Sp.,-,43,0,-,43,"2,6",-,43,"2,6",-,43,0,-,43,"1,2",-,43,"0,6",-,43,0,Automatisierte Berechnung,,0,-,43,"94,8",-,43,3,Automatisierte Berechnung,,2,Automatisierte Berechnung,,0,Schätzung,51,20,-,145,20,Schätzung,1698,"0,03",-,43,"0,04",-,43,"0,07",-,43,0,-,43,"0,3",-,43,50,-,43,"0,1",-,43,23,-,43,0,-,43,0,-,43,240,-,43,12,-,43,44,-,36,20,-,43,7,-,43,18,-,43,"0,8",-,43,"1,2",-,36,"0,2",-,36,k.A.,,,Nein
363,4099,1000826,Rosenkohl,,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,180,Automatisierte Berechnung,,43,Automatisierte Berechnung,,"0,5",-,43,"0,1",-,43,"0,1",-,43,"0,2",-,43,0,-,43,"3,5",-,43,"2,9",-,43,"0,6",-,43,"4,3",-,43,4,-,43,0,Automatisierte Berechnung,,0,-,43,87,-,43,23,Automatisierte Berechnung,,12,Automatisierte Berechnung,,0,Schätzung,51,140,Schätzung,51,140,-,151,"0,14",-,43,"0,13",-,43,"0,28",-,43,0,-,43,"0,7",-,43,132,-,43,"0,7",-,43,110,-,43,0,-,43,"0,9",-,43,410,-,43,9,-,43,28,-,36,31,-,43,23,-,43,77,-,43,"1,1",-,43,"0,7",-,36,"0,5",-,36,k.A.,,,Nein
364,4100,1000827,Rotkohl,Rotkraut;Blaukraut,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,127,Automatisierte Berechnung,,30,Automatisierte Berechnung,,"0,3",-,43,0,-,43,0,-,43,"0,2",-,43,0,-,43,4,-,43,4,-,43,0,-,43,3,-,43,"1,4",-,43,0,Automatisierte Berechnung,,0,-,43,"90,6",-,43,5,Automatisierte Berechnung,,3,Automatisierte Berechnung,,0,Schätzung,51,31,-,123;1698,21,-,123;1693,"0,06",-,43;1669;1693,"0,03",-,43,"0,16",-,43;1669;1693,0,-,43,"0,4",-,43,43,-,43,"0,37",-,43;1669;1693,"57,5",-,43;1669;1693,0,-,43,"0,9",-,43,250,-,43,10,-,43,100,-,36,52,-,43,13,-,43,36,-,43,"0,5",-,43,"2,9",-,36,"0,2",-,36,k.A.,,,Nein
468,4736,1000951,Rucola,Rauke,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,119,Automatisierte Berechnung,,28,Automatisierte Berechnung,,"0,7",-,36,"0,1",-,5,"0,1",-,5,"0,3",-,5,0,-,5,"2,1",-,36,"2,1",-,5,Sp.,-,5,"1,6",-,36,"2,6",-,36,"0,1",Automatisierte Berechnung,,0,-,36,"91,7",-,36,473,Automatisierte Berechnung,,237,Automatisierte Berechnung,,0,Schätzung,51,2840,Schätzung,51,2840,-,130,"0,04",-,36,"0,09",-,36,"0,07",-,36,0,-,22,"0,3",-,36,97,-,5,Sp.,-,22,15,-,5,0,-,5,"0,43",-,5,370,-,36,27,-,36,Sp.,-,22,160,-,36,Sp.,-,22,52,-,5,"1,5",-,36,Sp.,-,22,"0,4",-,36,k.A.,,,Nein
452,3944,1000931,Schwarzwurzel,,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,222,Automatisierte Berechnung,,55,Automatisierte Berechnung,,"0,4",-,36,"0,1",-,22,0,-,22,"0,2",-,22,0,-,22,"2,1",-,36,"2,1",-,22,"0,1",-,36,"18,3",-,36,"1,4",-,36,0,Automatisierte Berechnung,,0,-,22,"76,8",-,36,3,Automatisierte Berechnung,,2,Automatisierte Berechnung,,0,Schätzung,51,20,-,145,k.A.,,,"0,11",-,36,"0,04",-,36,"0,06",-,22,0,-,22,"0,35",-,36,"49,6",-,22,"0,17",-,22,4,-,36,0,-,5,3,-,9,320,-,36,5,-,36,31,-,36,53,-,36,23,-,36,76,-,36,"3,3",-,36,"2,5",-,9,"0,2",-,36,k.A.,,,Nein
443,3820,1000925,Spargel,,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,115,Automatisierte Berechnung,,27,Automatisierte Berechnung,,"0,2",-,43,Sp.,-,43,Sp.,-,43,Sp.,-,43,0,-,43,"3,3",-,43,"3,2",-,43,"0,1",-,43,"1,7",-,43,"2,2",-,43,0,Automatisierte Berechnung,,0,-,43,92,-,43,98,Automatisierte Berechnung,,49,Automatisierte Berechnung,,0,Schätzung,51,590,Schätzung,51,581,-,69,"0,15",-,43,"0,13",-,43,"0,08",-,43,0,-,43,"1,1",-,43,128,-,43,"0,2",-,43,14,-,43,0,-,43,"1,7",-,43,270,-,43,3,-,43,53,-,9,22,-,43,18,-,43,56,-,43,"0,9",-,43,7,-,9,"0,4",-,9,k.A.,,,Nein
365,3833,1000828,Spinat,,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,95,Automatisierte Berechnung,,23,Automatisierte Berechnung,,"0,4",-,43,"0,1",-,43,0,-,43,"0,2",-,43,0,-,43,"0,8",-,43,"0,7",-,43,"0,1",-,43,"2,6",-,43,"2,7",-,43,"0,2",Automatisierte Berechnung,,0,-,43,"91,7",-,43,534,Automatisierte Berechnung,,267,Automatisierte Berechnung,,0,Schätzung,51,3204,-,51;1662,3124,-,125;1669,"0,08",-,43;1669,"0,22",-,43,"0,21",-,43;1669,0,-,43,"0,7",-,43,"121,2",-,43;1669,"0,24",-,43;1669,40,-,43,0,-,43,"1,84",-,43,530,-,43,65,-,43,54,-,36,100,-,43,58,-,43,52,-,43,"2,7",-,43,12,-,36,"0,6",-,36,k.A.,,,Nein
366,3834,1000829,Stangensellerie,,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,61,Automatisierte Berechnung,,15,Automatisierte Berechnung,,"0,1",-,43,Sp.,-,43,Sp.,-,43,Sp.,-,43,0,-,43,"1,5",-,43,"1,5",-,43,0,-,43,2,-,43,"0,9",-,43,"0,3",Automatisierte Berechnung,,0,-,43,"94,4",-,43,95,Automatisierte Berechnung,,48,Automatisierte Berechnung,,0,Schätzung,51,570,Schätzung,51,570,-,131,"0,05",-,43,"0,04",-,43,"0,07",-,43,0,-,43,"0,4",-,43,18,-,43,"0,4",-,43,8,-,43,0,-,43,"0,2",-,43,310,-,43,110,-,43,130,-,9,52,-,43,14,-,43,32,-,43,"0,5",-,43,1,-,36,"0,1",-,36,k.A.,,,Nein
348,4329,1000809,Tomate,,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,89,Automatisierte Berechnung,,21,Automatisierte Berechnung,,"0,3",-,43,"0,1",-,43,"0,1",-,43,"0,1",-,43,0,-,43,"3,2",-,43,"3,2",-,43,Sp.,-,43,"1,2",-,43,"0,8",-,43,0,Automatisierte Berechnung,,0,-,43,"93,8",-,43,76,Automatisierte Berechnung,,38,Automatisierte Berechnung,,0,Schätzung,51,456,-,51;1662,432,-,87;1669,"0,05",-,43;1669,"0,04",-,43,"0,08",-,43;1669,0,-,43,"0,6",-,43,24,-,43,"0,3",-,43,"20,6",-,43;1669,0,-,43,1,-,43,220,-,318,"1,6",-,318,30,-,36,"8,5",-,318,"6,3",-,318,17,-,318,"0,2",-,318,"1,1",-,36,"0,1",-,318,k.A.,,,Nein
453,4008,1000932,Weisskohl,,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,125,Automatisierte Berechnung,,30,Automatisierte Berechnung,,"0,2",-,1009,0,-,1009,0,-,1009,"0,1",-,1009,0,-,22,"4,2",-,36,"4,1",-,22,"0,1",-,22,3,-,36,"1,4",-,36,0,Automatisierte Berechnung,,0,-,22,"90,4",-,36,8,Automatisierte Berechnung,,4,Automatisierte Berechnung,,0,Schätzung,51,50,Schätzung,51,50,-,150,"0,04",-,36,"0,05",-,36,"0,19",-,36,0,-,8,"0,32",-,36,31,-,36,"0,26",-,36,48,-,36,0,-,8,"1,7",-,36,260,-,318,"4,8",-,318,37,-,36,56,-,318,12,-,318,33,-,318,"0,3",-,318,3,-,36,"0,2",-,318,k.A.,,,Nein
454,4416,1000935,Wirz,Wirsingkohl,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,129,Automatisierte Berechnung,,31,Automatisierte Berechnung,,"0,3",-,36,0,-,22,0,-,22,"0,2",-,22,0,-,22,"2,9",-,36,"2,8",-,22,"0,1",-,22,"2,6",-,36,"2,8",-,36,0,Automatisierte Berechnung,,0,-,22,90,-,36,8,Automatisierte Berechnung,,4,Automatisierte Berechnung,,0,Schätzung,51,50,Schätzung,51,50,-,89,"0,06",-,36,"0,06",-,36,"0,16",-,36,0,-,22,"0,33",-,36,90,-,36,"0,21",-,36,49,-,36,0,-,22,"2,5",-,36,240,-,36,"8,7",-,36,28,-,36,64,-,36,12,-,36,56,-,36,"0,6",-,36,"2,6",-,36,"0,3",-,36,k.A.,,,Nein
1267,,,Wurzel- und Knollengemüse (Durchschnitt),,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,151,Automatisierte Berechnung,,36,Automatisierte Berechnung,,"0,3",Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"0,1",Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,6,Berechnung anhand von Zutaten,,"5,7",Berechnung anhand von Zutaten,,"0,2",Berechnung anhand von Zutaten,,"2,8",Berechnung anhand von Zutaten,,1,Berechnung anhand von Zutaten,,"0,1",Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,90,Automatisierte Berechnung,,1058,Automatisierte Berechnung,,529,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,6346,Berechnung anhand von Zutaten,,5054,Berechnung anhand von Zutaten,,"0,04",Berechnung anhand von Zutaten,,"0,05",Berechnung anhand von Zutaten,,"0,09",Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"0,66",Berechnung anhand von Zutaten,,"38,1",Berechnung anhand von Zutaten,,"0,33",Berechnung anhand von Zutaten,,"9,2",Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"0,43",Berechnung anhand von Zutaten,,210,Berechnung anhand von Zutaten,,38,Berechnung anhand von Zutaten,,70,Berechnung anhand von Zutaten,,33,Berechnung anhand von Zutaten,,12,Berechnung anhand von Zutaten,,33,Berechnung anhand von Zutaten,,"0,3",Berechnung anhand von Zutaten,,"1,6",Berechnung anhand von Zutaten,,"0,2",Berechnung anhand von Zutaten,,k.A.,,,Ja
367,4370,1000830,Zucchetti,Zucchini,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,80,Automatisierte Berechnung,,19,Automatisierte Berechnung,,"0,2",-,43,0,-,43,0,-,43,"0,1",-,43,0,-,43,2,-,43,"1,9",-,43,"0,1",-,43,1,-,43,"1,8",-,43,0,Automatisierte Berechnung,,0,-,43,94,-,43,27,Automatisierte Berechnung,,13,Automatisierte Berechnung,,0,Schätzung,51,160,-,51;1662,152,-,78;1669,"0,06",-,43;1669,"0,04",-,43,"0,08",-,43;1669,0,-,43,"0,6",-,43,50,-,43,"0,21",-,43;1669,"15,4",-,43;1669,0,-,43,0,-,43,230,-,43,3,-,43,24,-,36,19,-,43,23,-,43,31,-,43,"0,8",-,43,"2,3",-,36,"0,2",-,36,k.A.,,,Nein
465,4424,1000948,Zuckerhutsalat,,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,67,Automatisierte Berechnung,,16,Automatisierte Berechnung,,"0,2",-,9,0,-,9,0,-,9,"0,1",-,9,0,-,9,"1,5",-,9,"1,5",-,9,0,-,9,"1,6",-,9,"1,2",-,9,0,Automatisierte Berechnung,,0,-,9,"94,8",-,9,133,Automatisierte Berechnung,,67,Automatisierte Berechnung,,0,Schätzung,51,800,Schätzung,51,800,-,8,"0,07",-,9,"0,08",-,9,"0,07",-,9,0,-,9,"0,31",-,9,34,-,9,"0,15",-,9,14,-,9,0,-,9,"0,5",-,9,230,-,9,10,-,9,55,-,9,35,-,9,10,-,9,30,-,9,1,-,9,"3,3",-,9,"0,2",-,9,k.A.,,,Nein
368,4017,1000831,Zwiebel,,Gemüse/Gemüse frisch,,pro 100g essbarer Anteil,163,Automatisierte Berechnung,,39,Automatisierte Berechnung,,"0,2",-,43,0,-,43,0,-,43,"0,1",-,43,0,-,43,7,-,43,7,-,43,Sp.,-,43,"1,8",-,43,"1,3",-,43,0,Automatisierte Berechnung,,0,-,43,89,-,43,0,Automatisierte Berechnung,,0,Automatisierte Berechnung,,0,Schätzung,51,1,-,51;1662,2,-,121,"0,05",-,43;1669,"0,02",-,43,"0,11",-,43;1669,0,-,43,"0,3",-,43,"7,9",-,43;1669,"0,14",-,43;1669,6,-,43;1669,0,-,43,"0,14",-,43,110,-,318,"3,8",-,318,19,-,36,28,-,318,"9,4",-,318,34,-,318,"0,3",-,318,"1,8",-,36,"0,2",-,318,k.A.,,,Nein
380,4361,1000843,Avocado,,"Gemüse/Gemüse frisch;Nüsse, Samen und Ölfrüchte",,pro 100g essbarer Anteil,594,Automatisierte Berechnung,,144,Automatisierte Berechnung,,"14,2",-,43,"2,9",-,43,"8,9",-,43,"1,8",-,43,0,-,43,"0,8",-,43,"0,8",-,43,Sp.,-,43,3,-,43,"1,8",-,43,0,Automatisierte Berechnung,,0,-,43,"76,4",-,43,17,Automatisierte Berechnung,,8,Automatisierte Berechnung,,0,Schätzung,51,100,Schätzung,51,67,-,164,"0,07",-,43;1669,"0,16",-,43,"0,23",-,43;1669,0,-,43,2,-,43,"39,9",-,43;1669,"0,86",-,43;1669,"7,5",-,43;1669,0,-,43,"1,85",-,43,520,-,43,7,-,43,6,-,36,16,-,43,33,-,43,44,-,43,1,-,43,1,-,36,"0,6",-,36,k.A.,,,Ja
630,4731,1001178,Erbse (Konserve) ,,Gemüse/Gemüse !ignore! (inkl. Konserven),,pro 100g essbarer Anteil,366,Automatisierte Berechnung,,87,Automatisierte Berechnung,,"0,8",-,22,"0,1",-,22,"0,1",-,22,"0,4",-,22,0,-,43,"12,8",-,22,Sp.,-,22,"4,4",-,9,5,-,43,"4,8",-,22,"0,7",Automatisierte Berechnung,,0,-,43,76,-,43,67,Automatisierte Berechnung,,33,Automatisierte Berechnung,,0,Schätzung,51,400,-,145,k.A.,,,"0,12",-,43;1642,"0,08",-,43,"0,05",-,43;1642,0,-,43,1,-,43,40,-,43,"0,13",-,43;1642,9,-,43,0,-,43,"0,2",-,43,120,-,43;1542,270,-,43;1542,420,-,9,32,-,43;1542,21,-,43;1542,83,-,43;1542,"1,6",-,43;1542,"5,2",-,9,"0,6",-,9,k.A.,,,Nein
815,4119,1001484,Erbsen und Karotten (Konserve),Rüebli,Gemüse/Gemüse !ignore! (inkl. Konserven),,pro 100g essbarer Anteil,281,Automatisierte Berechnung,,67,Automatisierte Berechnung,,"0,5",Berechnung anhand von Zutaten,,"0,1",Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"0,2",Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"9,5",Berechnung anhand von Zutaten,,"5,8",Berechnung anhand von Zutaten,,"3,6",Berechnung anhand von Zutaten,,"4,5",Berechnung anhand von Zutaten,,"3,7",Berechnung anhand von Zutaten,,1,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,"81,7",Automatisierte Berechnung,,650,Automatisierte Berechnung,,325,Automatisierte Berechnung,,0,Berechnung anhand von Zutaten,,3901,Berechnung anhand von Zutaten,,3166,Berechnung anhand von Zutaten,,"0,25",Berechnung anhand von Zutaten,,"0,1",Berechnung anhand von Zutaten,,"0,13",Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"1,5",Berechnung anhand von Zutaten,,"52,2",Berechnung anhand von Zutaten,,"0,42",Berechnung anhand von Zutaten,,"19,8",Berechnung anhand von Zutaten,,0,Berechnung anhand von Zutaten,,"0,32",Berechnung anhand von Zutaten,,240,Berechnung anhand von Zutaten,,410,Berechnung anhand von Zutaten,,650,Berechnung anhand von Zutaten,,28,Berechnung anhand von Zutaten,,23,Berechnung anhand von Zutaten,,83,Berechnung anhand von Zutaten,,"1,2",Berechnung anhand von Zutaten,,"3,3",Berechnung anhand von Zutaten,,"0,5",Berechnung anhand von Zutaten,,k.A.,,,Ja
491,4739,1000978,"Gurke, in Essig eingelegt",Essiggurke;Cornichon,Gemüse/Gemüse !ignore! (inkl. Konserven),,pro 100g essbarer Anteil,59,Automatisierte Berechnung,,14,Automatisierte Berechnung,,"0,1",-,43,Sp.,-,43,Sp.,-,43,Sp.,-,43,0,-,43,"2,1",-,43,"1,9",-,43,"0,2",-,43,1,-,43,"0,7",-,43,"1,8",Automatisierte Berechnung,,0,-,43,93,-,43,15,Automatisierte Berechnung,,8,Automatisierte Berechnung,,0,Schätzung,51,90,Schätzung,51,80,-,156,"0,02",-,43,"0,02",-,43,"0,02",-,43,0,-,43,"0,2",-,43,7,-,43,Sp.,-,22,5,-,43,0,-,43,"0,1",-,43,100,-,43,700,-,43,Sp.,-,22,14,-,43,11,-,43,20,-,43,1,-,43,Sp.,-,22,"0,3",-,5,k.A.,,,Nein
647,4412,1001199,Sauerkraut (Konserve),Sauerkohl,Gemüse/Gemüse !ignore! (inkl. Konserven),,pro 100g essbarer Anteil,80,Automatisierte Berechnung,,19,Automatisierte Berechnung,,"0,3",-,43,"0,1",-,43,0,-,43,"0,2",-,43,0,-,43,"1,7",-,43,Sp.,-,22,Sp.,-,22,"2,2",-,43,"1,3",-,43,"1,4",Automatisierte Berechnung,,0,-,43,"91,4",-,43,2,Automatisierte Berechnung,,1,Automatisierte Berechnung,,0,Schätzung,51,11,Schätzung,51,8,-,156,"0,03",-,43,"0,05",-,43,"0,17",-,43,0,-,43,"0,2",-,43,12,-,43,"0,2",-,43,17,-,43,0,-,43,"0,1",-,43,220,-,43,550,-,43,1160,-,9,36,-,43,11,-,43,30,-,43,"0,5",-,43,"3,1",-,9,"0,3",-,9,k.A.,,,Nein
